Block comparison (size 4096 bytes)
Total blocks: 256

0x081000-0x081FFF: DIFFERENT | selected=duo_dump | CRCs: u1=FABFF9F2 u2=CBD67A00 duo=8DD3AF7B
0x082000-0x082FFF: DIFFERENT | selected=duo_dump | CRCs: u1=BEB034E7 u2=9DA1D64F duo=72E38CD2
0x083000-0x083FFF: DIFFERENT | selected=duo_dump | CRCs: u1=AE8B9B96 u2=FCBB3DFB duo=56494C92
0x084000-0x084FFF: DIFFERENT | selected=duo_dump | CRCs: u1=FD3101CB u2=67AFED61 duo=A400EBBE
0x085000-0x085FFF: DIFFERENT | selected=duo_dump | CRCs: u1=A7B954B4 u2=A6F0F1A3 duo=BF5FC49A
0x086000-0x086FFF: DIFFERENT | selected=duo_dump | CRCs: u1=221F2571 u2=FABFF9F2 duo=A144DD66
0x087000-0x087FFF: DIFFERENT | selected=duo_dump | CRCs: u1=FB9BB545 u2=BEB034E7 duo=A9692A3F
0x088000-0x088FFF: DIFFERENT | selected=duo_dump | CRCs: u1=A2B6ECB0 u2=AE8B9B96 duo=39BE7D74
0x089000-0x089FFF: DIFFERENT | selected=duo_dump | CRCs: u1=E89BF5CB u2=FD3101CB duo=E1805DD7
0x08A000-0x08AFFF: DIFFERENT | selected=duo_dump | CRCs: u1=11853049 u2=A7B954B4 duo=466FDCA9
0x08B000-0x08BFFF: DIFFERENT | selected=duo_dump | CRCs: u1=2B4CE271 u2=221F2571 duo=641632C2
0x08C000-0x08CFFF: DIFFERENT | selected=duo_dump | CRCs: u1=6BE7D5D8 u2=FB9BB545 duo=AE71A19E
0x08D000-0x08DFFF: DIFFERENT | selected=duo_dump | CRCs: u1=9F684AC4 u2=A2B6ECB0 duo=470DBE89
0x08E000-0x08EFFF: DIFFERENT | selected=duo_dump | CRCs: u1=785AC9AC u2=E89BF5CB duo=F6EA2425
0x08F000-0x08FFFF: DIFFERENT | selected=duo_dump | CRCs: u1=8E879BAA u2=11853049 duo=22F6A0C5
0x090000-0x090FFF: DIFFERENT | selected=duo_dump | CRCs: u1=992225CA u2=2B4CE271 duo=46F566A4
0x091000-0x091FFF: DIFFERENT | selected=duo_dump | CRCs: u1=5284584A u2=6BE7D5D8 duo=2AF4BDEB
0x092000-0x092FFF: DIFFERENT | selected=duo_dump | CRCs: u1=6B77A4E6 u2=9F684AC4 duo=0834E024
0x093000-0x093FFF: DIFFERENT | selected=duo_dump | CRCs: u1=6BDB4C87 u2=785AC9AC duo=11F46BC2
0x094000-0x094FFF: DIFFERENT | selected=duo_dump | CRCs: u1=E7FFBFA4 u2=8E879BAA duo=4006C14F
0x095000-0x095FFF: DIFFERENT | selected=duo_dump | CRCs: u1=AFF986A6 u2=992225CA duo=C8BCFAEC
0x096000-0x096FFF: DIFFERENT | selected=duo_dump | CRCs: u1=E56B0E8F u2=5284584A duo=26FDB46D
0x097000-0x097FFF: DIFFERENT | selected=duo_dump | CRCs: u1=2ECCDA3E u2=6B77A4E6 duo=FFB2D0E0
0x098000-0x098FFF: DIFFERENT | selected=duo_dump | CRCs: u1=84B8DBBF u2=6BDB4C87 duo=2649B8E4
